Rank,Name,Revenues ($M),Revenue Percent Change,Profits ($M),Profits Percent Change,Assets ($M),Employees
782,Teledyne Technologies,2901.8,11.4,333.8,46.9,3809.3,10850
783,Southwest Gas Holdings,2880.0,13.0,182.3,-6.0,7357.7,8632
784,Plexus,2873.5,13.7,13.0,-88.4,1932.6,18000
785,PRA Health Sciences,2871.9,27.1,153.9,77.1,3186.5,16400
786,BlueLinx Holdings,2862.9,57.7,-48.1,-176.3,959.9,2400
787,Hawaiian Electric Industries,2860.8,11.9,201.8,22.1,13104.1,3898
788,Presidio,2858.0,1.4,134.2,2950.0,2694.3,2900
789,Avaya Holdings,2851.0,-12.9,-,-,7679.0,8100
790,Hill-Rom Holdings,2848.0,3.8,252.4,88.9,4360.0,10000
791,TTM Technologies,2847.3,7.1,173.6,39.7,3457.5,27000
792,Hawaiian Holdings,2837.4,5.3,233.2,-35.9,3196.6,7244
793,Caleres,2834.8,1.8,-5.4,-106.2,1838.6,12000
794,Louisiana-Pacific,2828.0,3.4,394.6,1.2,2514.1,4900
795,Magellan Midstream Partners,2826.6,12.7,1333.9,53.4,7747.5,1868
796,Unisys,2825.0,3.0,75.5,-,2457.6,21700
797,Workday,2822.2,31.7,-418.3,-,5520.7,10500
798,Cooper Tire & Rubber,2808.1,-1.6,76.6,-19.7,2634.2,9027
799,Prologis,2804.4,7.1,1649.4,-0.2,38417.7,1617
800,Columbia Sportswear,2802.3,13.6,268.3,155.2,2368.7,6511
801,Univision Communications,2792.3,-7.4,4.8,-99.3,9172.1,4500
802,PerkinElmer,2778.0,20.7,237.9,-18.7,5975.5,12500
803,Cboe Global Markets,2768.8,24.2,426.5,6.2,5321.0,842
804,Nexstar Media Group,2766.7,13.8,389.5,-18.0,7062.0,8604
805,AptarGroup,2764.8,12.0,194.7,-11.5,3377.7,14100
806,Valmont Industries,2757.1,0.4,94.4,-18.8,2530.3,10328
807,Public Storage,2754.3,3.2,1711.0,18.6,10928.3,5600
808,ITT,2745.1,6.2,333.7,194.0,3846.8,10000
809,Park Hotels & Resorts,2737.0,-1.9,472.0,-82.0,9363.0,517
810,Donaldson,2734.2,15.3,180.3,-22.6,1976.6,14000
811,Tempur Sealy International,2734.0,-0.7,100.5,-33.6,2715.4,6200
812,Middleby,2722.9,16.6,317.2,6.4,4549.8,9346
813,Boston Properties,2717.1,4.4,582.8,26.0,20256.5,760
814,SVB Financial Group,2714.9,34.2,973.8,98.5,56928.0,2900
815,Akamai Technologies,2714.5,8.4,298.4,36.7,5461.8,7519
816,Kansas City Southern,2714.0,5.1,627.4,-34.8,9469.8,7200
817,Allison Transmission Holdings,2713.0,19.9,639.0,26.8,4237.0,2900
818,Moog,2709.5,8.5,96.5,-31.7,2964.0,11787
819,MPM Holdings,2705.0,16.0,69.0,-,2830.0,5200
820,PC Connection,2699.5,-7.3,64.6,17.7,805.4,2513
821,Graham Holdings,2696.0,4.0,271.2,-10.2,4764.0,14347
822,Gardner Denver,2689.8,13.2,269.4,1364.1,4487.1,6700
823,Amica Mutual Insurance,2689.1,3.8,147.1,53.1,6428.5,3781
824,Verso,2682.0,9.0,171.0,-,1699.0,4400
825,Nu Skin Enterprises,2679.0,17.5,121.9,-5.8,1694.4,44900
826,Atlas Air Worldwide Holdings,2677.7,24.2,270.6,21.1,5534.8,3275
827,Popular,2674.3,24.7,618.2,474.1,47604.6,8474
828,Colony Capital,2666.5,-6.2,-519.6,-,22215.2,400
829,Scotts Miracle-Gro,2663.4,-9.3,63.7,-70.8,3054.5,5150
830,Rent-A-Center,2660.5,-1.6,8.5,27.6,1396.9,14000
831,GoDaddy,2660.1,19.2,77.1,-43.5,6083.4,6821
832,Newfield Exploration,2643.0,49.6,817.0,91.3,5818.0,1010
833,Groupon,2636.7,-7.8,-11.1,-178.9,1642.1,6576
834,Boyd Gaming,2626.7,10.2,115.0,-39.2,5756.3,23477
835,Toro,2618.7,4.5,271.9,1.6,1571.0,6715
836,Guess,2609.7,10.4,14.1,-,1649.2,15700
837,ServiceNow,2608.8,35.0,-26.7,-,3879.1,8154
838,Zayo Group Holdings,2604.0,18.4,101.9,18.9,9216.8,3774
839,Selective Insurance Group,2586.1,4.7,178.9,6.0,7952.7,2290
840,Belden,2585.4,8.2,160.9,72.6,3779.3,9000
841,EnerSys,2581.9,9.1,119.6,-25.4,2486.9,9600
842,Equity Residential,2578.4,4.3,657.5,9.0,20394.2,2700
843,Murphy Oil,2570.6,15.5,411.1,-,11052.6,1108
844,Autodesk,2569.8,25.0,-80.8,-,4729.2,9600
845,Benchmark Electronics,2566.5,4.0,22.8,-,1899.8,10500
846,Revlon,2564.5,-4.8,-294.2,-,3016.8,7300
847,Fossil Group,2541.5,-8.8,-3.5,-,1575.2,10800
848,Xilinx,2539.0,8.1,512.4,-17.7,5055.7,4014
849,Euronet Worldwide,2536.6,12.6,232.9,48.5,3321.2,7100
850,Cooper Cos.,2532.8,18.4,139.9,-62.5,6112.8,12000
851,Greenbrier Cos.,2519.5,16.1,151.8,30.8,2465.5,13400
852,GMS,2511.5,8.3,63.0,28.8,1454.5,4642
853,Meredith,2509.4,46.5,99.4,-47.4,6727.2,7708
854,Trinity Industries,2509.1,-31.5,159.3,-77.3,7989.2,11515
855,Mueller Industries,2507.9,10.7,104.5,22.0,1369.5,5134
856,RH,2505.7,2.7,150.6,6810.0,1806.0,4800
857,SemGroup,2503.3,20.2,-26.7,-,5210.3,880
858,TrueBlue,2499.2,-0.4,65.8,18.6,1114.8,6700
859,Helmerich & Payne,2487.3,37.8,482.7,-,6214.9,9771
860,J.Crew Group,2484.0,4.8,-120.1,-,1221.7,9400
861,Cypress Semiconductor,2483.8,6.7,354.6,-,3693.2,5846
862,IDEX,2483.7,8.6,410.6,21.7,3473.9,7352
863,Maxim Integrated Products,2480.1,8.0,467.3,-18.2,4451.6,7149
864,LCI Industries,2475.8,15.3,148.6,11.8,1243.9,10260
865,Catalent,2463.4,18.7,83.6,-23.9,4531.1,10700
866,Cleveland-Cliffs,2461.5,5.6,1128.1,207.4,3529.6,2926
867,Werner Enterprises,2457.9,16.1,168.1,-17.1,2083.5,12852
868,Texas Roadhouse,2457.4,10.7,158.2,20.3,1469.3,33955
869,Arch Coal,2451.8,5.5,312.6,31.1,1887.1,3822
870,Teleflex,2448.4,14.1,200.8,31.6,6278.0,15200
871,Echo Global Logistics,2439.7,25.6,28.7,127.5,878.3,2595
872,FleetCor Technologies,2433.5,8.2,811.5,9.6,11202.5,7580
873,Party City Holdco,2427.5,2.4,123.3,-42.8,3642.3,15100
874,Carlyle Group,2427.2,-34.0,116.5,-52.3,12914.2,1650
875,Waters,2419.9,4.8,593.8,2823.5,3727.4,7246
876,Curtiss-Wright,2411.8,6.2,275.7,28.3,3255.4,9000
877,Verisk Analytics,2395.1,11.6,598.7,7.9,5900.3,8068
878,Maximus,2392.2,-2.4,220.8,5.4,1462.0,18600
879,Renewable Energy Group,2388.8,10.7,292.3,-,1107.1,850
880,Ohio National Mutual,2388.7,25.3,72.6,180.0,39178.7,1300
881,WPX Energy,2385.0,78.5,151.0,-,8203.0,600
882,TopBuild,2384.2,25.1,134.8,-14.8,2454.5,10300
883,REV Group,2381.3,5.0,13.0,-58.6,1408.1,7600
884,Herman Miller,2381.2,4.5,128.1,3.4,1479.5,7681
885,Affiliated Managers Group,2378.4,3.2,243.6,-64.7,8219.1,4450
886,Itron,2376.1,17.7,-99.3,-273.2,2609.0,7350
887,Kennametal,2367.9,15.0,200.2,307.4,2925.7,10491
888,Interactive Brokers Group,2366.0,22.8,169.0,122.4,60547.0,1413
889,Schnitzer Steel Industries,2364.7,40.1,156.5,251.5,1104.8,3575
890,BrightView Holdings,2353.6,5.7,-15.1,-,2891.9,19700
891,GNC Holdings,2353.5,-4.1,69.8,-,1527.9,10700
892,Genesee & Wyoming,2348.6,6.4,244.4,-55.5,7868.5,8000
893,WGL Holdings,2341.8,-0.6,49.3,-74.4,7248.1,1648
894,ResMed,2340.2,13.2,315.6,-7.8,3063.9,5940
895,Cimarex Energy,2339.0,21.9,791.9,60.2,6062.1,955
896,Cheesecake Factory,2332.3,3.2,99.0,-37.1,1314.1,38700
897,GEO Group,2331.4,3.0,145.1,-0.8,4247.5,22000
898,Woodward,2325.9,10.8,180.4,-10.0,3790.6,8277
899,Oasis Petroleum,2321.9,86.0,-35.3,-128.5,7626.1,727
900,Knights of Columbus,2319.2,1.3,80.7,-25.4,25428.1,815
901,TransUnion,2317.2,19.8,276.6,-37.3,7039.8,7100
902,Foundation Building Materials,2314.1,12.3,-12.2,-114.8,1316.7,3400
903,Vista Outdoor,2308.5,-9.4,-60.2,-,2614.8,5700
904,Hospitality Properties Trust,2294.5,5.6,185.7,-13.7,7177.1,600
905,NewMarket,2289.7,4.2,234.7,23.2,1697.3,2089
906,Bio-Rad Laboratories,2289.4,6.0,365.6,199.1,5611.1,8260
907,M/I Homes,2286.3,16.5,107.7,49.4,2021.6,1359
908,Valvoline,2285.0,9.6,166.0,-45.4,1854.0,6700
909,AvalonBay Communities,2284.5,5.8,974.5,11.1,18380.2,3087
910,Annaly Capital Management,2279.5,-18.8,54.4,-96.5,105787.5,170
911,CDK Global,2273.2,2.4,380.8,28.8,3008.4,8500
912,Palo Alto Networks,2273.1,29.0,-147.9,-,5823.0,5348
913,OGE Energy,2270.3,0.4,425.5,-31.3,10748.6,2292
914,First Horizon National Corp.,2268.8,53.3,545.0,229.3,40832.3,5576
915,Wabash National,2267.3,28.3,69.4,-37.7,1304.4,7100
916,Charles River Laboratories International,2266.1,22.0,226.4,83.5,3855.9,14700
917,Patrick Industries,2263.1,38.4,119.8,39.8,1231.2,8113
918,HNI,2257.9,3.8,93.4,4.0,1401.8,8800
919,Nordson,2254.7,9.1,377.4,27.6,3421.0,7536
920,First Solar,2244.0,-23.7,144.3,-,7121.4,6400
921,Wolverine World Wide,2239.2,-4.7,200.1,66600.0,2183.1,3700
922,New Residential Investment,2237.6,4.0,964.0,0.7,31691.0,2359
923,Edgewell Personal Care,2234.4,-2.8,103.3,1712.3,3953.3,5900
924,Matson,2222.8,8.6,109.0,-53.0,2430.4,2007
925,Tower International,2222.1,7.6,48.8,2.6,1170.4,5700
926,C&J Energy Services,2222.1,35.6,-130.0,-678.9,1424.5,6399
927,Roadrunner Transportation Systems,2216.1,6.0,-165.6,-,853.5,4600
928,Central Garden & Pet,2215.4,7.8,123.6,56.8,1907.2,5150
929,IDEXX Laboratories,2213.2,12.4,377.0,43.3,1537.3,8377
930,TEGNA,2207.3,-13.4,405.7,48.2,5276.8,5336
931,Barnes & Noble Education,2203.6,17.6,-252.6,-4811.2,1039.2,14500
932,Hexcel,2189.1,10.9,276.6,-2.6,2824.1,6626
933,Cabot Oil & Gas,2188.1,24.0,557.0,454.9,4198.8,483
934,Comfort Systems USA,2182.9,22.1,112.9,104.3,1062.6,9900
935,Diamondback Energy,2176.3,80.6,845.7,75.4,21595.7,711
936,Vornado Realty Trust,2164.8,-7.7,450.0,97.9,17180.8,3928
937,Teradata,2164.0,0.4,30.0,-,2360.0,10152
938,PCM,2164.0,-1.3,22.8,636.8,721.0,3997
939,F5 Networks,2161.4,3.4,453.7,7.8,2605.5,4409
940,Carpenter Technology,2157.7,20.0,188.5,301.1,3007.0,4800
941,Lyft,2156.6,103.5,-911.3,-,3760.0,4791
942,Liberty Oilfield Services,2155.1,44.7,126.4,-25.0,1116.5,2437
943,Arista Networks,2151.4,30.7,328.1,-22.5,3082.0,2300
944,Delta Tucker Holdings,2148.3,7.2,84.5,176.1,718.3,7500
945,Century Communities,2147.4,50.8,96.5,91.8,2254.3,1389
946,Griffon,2144.2,8.0,125.7,742.8,2084.9,7200
947,Maxar Technologies,2141.0,31.3,-1264.0,-2279.3,5001.0,6100
948,Cadence Design Systems,2138.0,10.0,345.8,69.4,2468.7,7499
949,Keane Group,2137.0,38.6,59.3,-,1054.6,2833
950,AMN Healthcare Services,2136.1,7.4,141.7,6.9,1492.7,2920
951,Rayonier Advanced Materials,2134.4,122.0,128.4,-60.5,2679.1,4200
952,Chico's FAS,2131.1,-6.6,35.6,-64.7,1007.0,11751
953,Superior Energy Services,2130.3,13.7,-858.1,-,2216.0,6600
954,Express,2116.3,-1.0,9.6,-50.3,1086.6,10520
955,SiteOne Landscape Supply,2112.3,13.5,73.9,35.3,1168.5,4137
956,Beazer Homes USA,2107.8,10.0,-45.4,-242.6,2128.1,1280
957,Allscripts Healthcare Solutions,2105.0,15.8,363.7,-,3181.5,9500
958,Modine Manufacturing,2103.1,39.9,22.2,56.3,1573.4,11700
959,Summit Materials,2101.0,8.7,33.9,-72.2,3857.6,6000
960,Teradyne,2100.8,-1.7,451.8,75.3,2706.6,4900
961,EchoStar,2091.4,2.6,-40.5,-110.3,8661.3,2200
962,SPX FLOW,2090.1,7.1,44.0,-5.2,2551.8,7000
963,William Lyon Homes,2087.2,16.2,91.6,90.3,2929.8,870
964,Evercore,2082.5,20.8,377.2,200.7,2125.7,1700
965,Whiting Petroleum,2081.4,40.5,342.5,-,7759.6,755
966,MKS Instruments,2075.1,8.3,392.9,15.9,2614.2,4851
967,Ferrellgas Partners,2073.1,7.4,-254.6,-,1363.3,4037
968,Tupperware Brands,2069.7,-8.2,155.9,-,1308.8,12000
969,SM Energy,2067.1,83.0,508.4,-,6352.9,611
970,Rexnord,2066.0,7.7,75.9,2.4,3423.7,8300
971,Eldorado Resorts,2056.0,39.5,95.2,28.8,5911.5,18700
972,Nuance Communications,2051.7,5.8,-159.9,-,5302.4,10400
973,Newmark Group,2047.6,28.3,106.7,-26.1,3454.2,5200
974,Ensign Group,2040.7,10.3,92.4,128.2,1182.0,23463
975,Esterline Technologies,2034.8,1.5,69.5,-37.7,3036.9,12609
976,Universal,2033.9,-1.8,105.7,-0.6,2168.6,24000
977,Contura Energy,2032.5,1.8,299.2,93.6,2746.1,4420
978,FTI Consulting,2027.9,12.2,150.6,39.5,2379.1,4768
979,Generac Holdings,2023.5,21.0,238.3,49.5,2426.3,5355
980,Winnebago Industries,2016.8,30.4,102.4,43.5,1051.8,4700
981,Brown & Brown,2014.2,7.1,344.3,-13.9,6688.7,9590
982,Kraton,2011.7,2.6,67.0,-31.3,2894.7,1918
983,Vail Resorts,2011.6,5.5,379.9,80.4,4065.0,20150
984,Tribune Media,2009.7,7.6,412.6,112.5,8251.4,5800
985,Healthcare Services Group,2008.8,7.6,83.5,-5.3,692.6,55000
986,Alliance Resource Partners,2002.9,11.5,366.6,20.7,2394.7,3599
987,NCI Building Systems,2000.6,13.0,63.1,15.3,1110.4,5300
988,Hilton Grand Vacations,1999.0,-,298.0,-,2753.0,8600
989,Deluxe,1998.0,1.7,149.6,-35.0,2305.1,6701
990,Stepan,1993.9,3.6,112.8,23.1,1484.7,2250
991,Hovnanian Enterprises,1991.2,-18.8,4.5,-,1662.0,1851
992,Portland General Electric,1991.0,-0.9,212.0,13.4,8110.0,2967
993,HC2 Holdings,1976.7,21.0,162.0,-,6503.8,4119
993,Herc Holdings,1976.7,12.7,69.1,-56.9,3610.2,4900
995,Align Technology,1966.5,33.5,400.2,72.9,2052.5,11660
996,Spire,1965.0,12.9,214.2,32.5,6843.6,3366
997,Shutterfly,1961.8,64.8,50.4,67.5,2302.2,7094
998,NuStar Energy,1961.8,8.1,205.8,39.1,6349.1,1517
999,ManTech International,1958.6,14.1,82.1,-28.1,1803.9,7800
1000,Carvana,1955.5,127.7,-61.8,-,991.0,3879
